Units: EU
Ref Chan:Resp Chan	0-Z:0-Z
Channel Name	 : 
Channel Comment	 : 

Frequency	 Real

Units:
Hz	(m/s²)(N)
1.0937500000000e+001	   -0.0001601578
1.1000000000000e+001	   -0.0001649434
1.1062500000000e+001	   -0.0001363345
1.1125000000000e+001	   -0.0001238496
1.1187500000000e+001	   -0.0001714487
1.1250000000000e+001	   -0.0001211447
1.1312500000000e+001	    -0.000217716
1.1375000000000e+001	    -0.000122814
1.1437500000000e+001	   -0.0002112013
1.1500000000000e+001	   -0.0001722806
1.1562500000000e+001	     -0.00012743
1.1625000000000e+001	   -0.0001690314
1.1687500000000e+001	   -0.0001579888
1.1750000000000e+001	   -0.0001818161
1.1812500000000e+001	   -0.0002458286
1.1875000000000e+001	   -0.0001310523
1.1937500000000e+001	   -0.0001606509
1.2000000000000e+001	   -0.0001854535
1.2062500000000e+001	   -0.0001928925
1.2125000000000e+001	   -0.0002418056
1.2187500000000e+001	   -0.0001646613
1.2250000000000e+001	   -0.0002243159
1.2312500000000e+001	    -0.000299522
1.2375000000000e+001	   -0.0002482615
1.2437500000000e+001	   -0.0001866426
1.2500000000000e+001	   -0.0002244615
1.2562500000000e+001	   -0.0001663887
1.2625000000000e+001	   -0.0001651618
1.2687500000000e+001	    -0.000121845
1.2750000000000e+001	   -0.0002144301
1.2812500000000e+001	   -0.0001691153
1.2875000000000e+001	   -0.0001796208
1.2937500000000e+001	   -0.0002039857
1.3000000000000e+001	   -0.0001576747
1.3062500000000e+001	    -0.000176221
1.3125000000000e+001	   -0.0002031819
1.3187500000000e+001	   -8.41723e-005
1.3250000000000e+001	   -0.0001403544
1.3312500000000e+001	   -0.0001918678
1.3375000000000e+001	    -0.000106663
1.3437500000000e+001	   -0.0001328713
1.3500000000000e+001	   -0.0001650231
1.3562500000000e+001	   -0.0001254417
1.3625000000000e+001	   -0.0001709925
1.3687500000000e+001	   -0.0001408311
1.3750000000000e+001	   -0.0001704739
1.3812500000000e+001	   -0.0001613917
1.3875000000000e+001	   -0.0001002632
1.3937500000000e+001	   -0.0001420994
1.4000000000000e+001	   -0.0001627823
1.4062500000000e+001	  -9.431253e-005
1.4125000000000e+001	   -0.0002185802
1.4187500000000e+001	   -0.0001900695
1.4250000000000e+001	    -0.000125144
1.4312500000000e+001	   -0.0001878079
1.4375000000000e+001	   -0.0001577428
1.4437500000000e+001	   -0.0001284189
1.4500000000000e+001	    -0.000190349
1.4562500000000e+001	   -0.0001740131
1.4625000000000e+001	  -9.556086e-005
1.4687500000000e+001	   -0.0001005936
1.4750000000000e+001	   -0.0001616767
1.4812500000000e+001	   -0.0001524532
1.4875000000000e+001	   -0.0001079162
1.4937500000000e+001	   -0.0001743474
1.5000000000000e+001	   -0.0001319302
1.5062500000000e+001	   -0.0001865332
1.5125000000000e+001	   -0.0001298721
1.5187500000000e+001	  -6.981387e-005
1.5250000000000e+001	   -0.0001451629
1.5312500000000e+001	   -0.0001084516
1.5375000000000e+001	  -9.639221e-005
1.5437500000000e+001	  -9.579774e-005
1.5500000000000e+001	   -0.0001529632
1.5562500000000e+001	   -0.0001074247
1.5625000000000e+001	   -0.0001559495
1.5687500000000e+001	   -0.0001787065
1.5750000000000e+001	   -0.0002276986
1.5812500000000e+001	   -0.0001912346
1.5875000000000e+001	   -0.0001987597
1.5937500000000e+001	   -0.0001521657
1.6000000000000e+001	    -0.000141194
1.6062500000000e+001	    -0.000199641
1.6125000000000e+001	   -0.0001514732
1.6187500000000e+001	   -0.0001763737
1.6250000000000e+001	   -0.0001269855
1.6312500000000e+001	   -0.0001051119
1.6375000000000e+001	   -0.0001733492
1.6437500000000e+001	   -0.0001642155
1.6500000000000e+001	   -0.0001486276
1.6562500000000e+001	   -0.0001821457
1.6625000000000e+001	   -0.0001319544
1.6687500000000e+001	   -0.0001626495
1.6750000000000e+001	   -0.0001210273
1.6812500000000e+001	    -0.000109967
1.6875000000000e+001	   -0.0001034139
1.6937500000000e+001	   -0.0001013037
1.7000000000000e+001	  -9.684949e-005
1.7062500000000e+001	  -5.290323e-005
1.7125000000000e+001	    -0.000108809
1.7187500000000e+001	  -9.905445e-005
1.7250000000000e+001	   -0.0001285607
1.7312500000000e+001	  -9.862758e-005
1.7375000000000e+001	   -0.0001453861
1.7437500000000e+001	   -0.0001310427
1.7500000000000e+001	   -0.0001622236
1.7562500000000e+001	  -9.972395e-005
1.7625000000000e+001	   -0.0001422505
1.7687500000000e+001	   -0.0001692925
1.7750000000000e+001	   -0.0001256568
1.7812500000000e+001	  -6.874459e-005
1.7875000000000e+001	   -0.0001417061
1.7937500000000e+001	   -0.0001120748
1.8000000000000e+001	   -0.0001415975
1.8062500000000e+001	   -0.0001434403
1.8125000000000e+001	   -0.0001248313
1.8187500000000e+001	   -0.0001353163
1.8250000000000e+001	  -8.239091e-005
1.8312500000000e+001	   -0.0001069892
1.8375000000000e+001	  -7.896735e-005
1.8437500000000e+001	  -9.768133e-005
1.8500000000000e+001	  -8.417706e-005
1.8562500000000e+001	  -8.332961e-005
1.8625000000000e+001	   -0.0001247319
1.8687500000000e+001	   -0.0001384453
1.8750000000000e+001	   -0.0001486509
1.8812500000000e+001	   -0.0001049574
1.8875000000000e+001	  -9.413216e-005
1.8937500000000e+001	   -0.0001221131
1.9000000000000e+001	   -0.0001247255
1.9062500000000e+001	   -0.0001000294
1.9125000000000e+001	   -0.0001419918
1.9187500000000e+001	   -0.0001523449
1.9250000000000e+001	   -0.0001390888
1.9312500000000e+001	   -0.0001736286
1.9375000000000e+001	  -9.935677e-005
1.9437500000000e+001	   -0.0001510875
1.9500000000000e+001	   -0.0001462521
1.9562500000000e+001	   -0.0001227134
1.9625000000000e+001	  -8.640172e-005
1.9687500000000e+001	   -0.0002128781
1.9750000000000e+001	    -0.000162301
1.9812500000000e+001	   -0.0001476578
1.9875000000000e+001	   -0.0002201179
1.9937500000000e+001	   -0.0001486515
2.0000000000000e+001	   -0.0001740478
2.0062500000000e+001	   -0.0001565001
2.0125000000000e+001	   -0.0001558543
2.0187500000000e+001	   -0.0001558871
2.0250000000000e+001	   -0.0001346059
2.0312500000000e+001	   -0.0001285106
2.0375000000000e+001	  -9.025618e-005
2.0437500000000e+001	   -0.0001413549
2.0500000000000e+001	    -0.000132773
2.0562500000000e+001	  -4.158873e-005
2.0625000000000e+001	   -0.0001032826
2.0687500000000e+001	  -9.970036e-005
2.0750000000000e+001	   -0.0001220957
2.0812500000000e+001	   -0.0001368679
2.0875000000000e+001	   -0.0001050121
2.0937500000000e+001	   -0.0001526975
2.1000000000000e+001	   -0.0001250259
2.1062500000000e+001	   -0.0001545589
2.1125000000000e+001	   -0.0001307889
2.1187500000000e+001	   -0.0001358805
2.1250000000000e+001	   -0.0001172459
2.1312500000000e+001	   -0.0001184643
2.1375000000000e+001	   -0.0001440804
2.1437500000000e+001	   -0.0001553142
2.1500000000000e+001	   -0.0001797685
2.1562500000000e+001	   -0.0001370734
2.1625000000000e+001	   -0.0001585821
2.1687500000000e+001	    -0.000174401
2.1750000000000e+001	   -0.0001144181
2.1812500000000e+001	   -0.0001447536
2.1875000000000e+001	   -0.0001514455
2.1937500000000e+001	   -0.0001207574
2.2000000000000e+001	    -0.000131748
2.2062500000000e+001	   -0.0001070249
2.2125000000000e+001	   -0.0001068358
2.2187500000000e+001	   -0.0002014504
2.2250000000000e+001	   -0.0001290241
2.2312500000000e+001	   -0.0001198141
2.2375000000000e+001	   -0.0001245949
2.2437500000000e+001	   -0.0001304499
2.2500000000000e+001	  -2.520794e-005
2.2562500000000e+001	   -0.0001287541
2.2625000000000e+001	  -8.113377e-005
2.2687500000000e+001	  -9.285432e-005
2.2750000000000e+001	   -0.0001087525
2.2812500000000e+001	   -0.0001903058
2.2875000000000e+001	   -0.0001195856
2.2937500000000e+001	   -0.0001456277
2.3000000000000e+001	   -0.0001157809
2.3062500000000e+001	   -0.0001668448
2.3125000000000e+001	  -9.330591e-005
2.3187500000000e+001	   -0.0001036764
2.3250000000000e+001	   -0.0001205733
2.3312500000000e+001	  -8.321944e-005
2.3375000000000e+001	   -0.0001116049
2.3437500000000e+001	   -7.72503e-005
2.3500000000000e+001	    -0.000105868
2.3562500000000e+001	   -0.0001372283
2.3625000000000e+001	   -0.0001060284
2.3687500000000e+001	  -9.048972e-005
2.3750000000000e+001	    -0.000129394
2.3812500000000e+001	   -0.0001020297
2.3875000000000e+001	   -0.0001525703
2.3937500000000e+001	   -0.0001106419
2.4000000000000e+001	   -0.0001082652
2.4062500000000e+001	  -9.029979e-005
2.4125000000000e+001	   -0.0001070975
2.4187500000000e+001	   -0.0001149266
2.4250000000000e+001	   -0.0001287697
2.4312500000000e+001	   -0.0001423969
2.4375000000000e+001	   -0.0001293131
2.4437500000000e+001	   -0.0001460932
2.4500000000000e+001	  -8.933235e-005
2.4562500000000e+001	   -0.0001137579
2.4625000000000e+001	  -9.446895e-005
2.4687500000000e+001	  -6.048928e-005
2.4750000000000e+001	   -0.0001429972
2.4812500000000e+001	  -4.548798e-005
2.4875000000000e+001	  -6.409459e-005
2.4937500000000e+001	   -0.0001142564
2.5000000000000e+001	  -6.475262e-005
2.5062500000000e+001	  -9.463107e-005
2.5125000000000e+001	   -0.0001099063
2.5187500000000e+001	  -8.743622e-005
2.5250000000000e+001	   -0.0001124514
2.5312500000000e+001	    -0.000107749
2.5375000000000e+001	  -9.698695e-005
2.5437500000000e+001	   -0.0001005767
2.5500000000000e+001	   -0.0001056924
2.5562500000000e+001	  -7.237556e-005
2.5625000000000e+001	   -0.0001514255
2.5687500000000e+001	   -0.0001900153
2.5750000000000e+001	   -0.0001104069
2.5812500000000e+001	   -0.0001743557
2.5875000000000e+001	   -0.0001444813
2.5937500000000e+001	   -0.0001105738
2.6000000000000e+001	  -9.131151e-005
2.6062500000000e+001	   -0.0001631587
2.6125000000000e+001	   -0.0001043188
2.6187500000000e+001	  -9.208782e-005
2.6250000000000e+001	  -8.179455e-005
2.6312500000000e+001	  -8.379878e-005
2.6375000000000e+001	   -4.62394e-005
2.6437500000000e+001	   -0.0001096037
2.6500000000000e+001	   -0.0001238237
2.6562500000000e+001	   -0.0001292806
2.6625000000000e+001	   -0.0001113406
2.6687500000000e+001	    -0.000127396
2.6750000000000e+001	   -0.0001014486
2.6812500000000e+001	   -0.0001057625
2.6875000000000e+001	  -8.712287e-005
2.6937500000000e+001	  -7.511346e-005
2.7000000000000e+001	   -0.0001008871
2.7062500000000e+001	   -0.0001283337
2.7125000000000e+001	  -5.719817e-005
2.7187500000000e+001	   -0.0001299579
2.7250000000000e+001	  -9.243051e-005
2.7312500000000e+001	   -0.0001033816
2.7375000000000e+001	  -9.643381e-005
2.7437500000000e+001	   -0.0001026202
2.7500000000000e+001	    -0.000142306
2.7562500000000e+001	  -9.690353e-005
2.7625000000000e+001	  -7.553189e-005
2.7687500000000e+001	  -9.016565e-005
2.7750000000000e+001	  -6.508156e-005
2.7812500000000e+001	   -0.0001006871
2.7875000000000e+001	  -8.484061e-005
2.7937500000000e+001	  -7.587571e-005
2.8000000000000e+001	  -6.744505e-005
2.8062500000000e+001	   -9.62362e-005
2.8125000000000e+001	  -5.997443e-005
2.8187500000000e+001	    -0.000126301
2.8250000000000e+001	  -6.760898e-005
2.8312500000000e+001	   -0.0001039469
2.8375000000000e+001	   -0.0001043989
2.8437500000000e+001	  -8.994163e-005
2.8500000000000e+001	   -0.0001138843
2.8562500000000e+001	   -0.0001029677
2.8625000000000e+001	  -8.355717e-005
2.8687500000000e+001	   -0.0001062838
2.8750000000000e+001	   -0.0001003546
2.8812500000000e+001	  -8.194826e-005
2.8875000000000e+001	   -0.0001217699
2.8937500000000e+001	  -9.813412e-005
2.9000000000000e+001	   -0.0001096717
2.9062500000000e+001	   -0.0001076785
2.9125000000000e+001	   -0.0001109603
2.9187500000000e+001	   -0.0001270305
2.9250000000000e+001	   -0.0001132831
2.9312500000000e+001	    -0.000106054
2.9375000000000e+001	  -6.959762e-005
2.9437500000000e+001	  -9.693911e-005
2.9500000000000e+001	   -0.0001176133
2.9562500000000e+001	  -6.260365e-005
2.9625000000000e+001	  -9.479262e-005
2.9687500000000e+001	  -7.437533e-005
2.9750000000000e+001	   -6.74873e-005
2.9812500000000e+001	  -6.206258e-005
2.9875000000000e+001	  -8.645667e-005
2.9937500000000e+001	   -0.0001079551
3.0000000000000e+001	   -0.0001264286
3.0062500000000e+001	  -8.366182e-005
3.0125000000000e+001	  -7.942407e-005
3.0187500000000e+001	  -8.749044e-005
3.0250000000000e+001	    -0.000100893
3.0312500000000e+001	   -0.0001016008
3.0375000000000e+001	  -1.958612e-005
3.0437500000000e+001	  -5.351901e-005
3.0500000000000e+001	   -0.0001467543
3.0562500000000e+001	   -0.0001103051
3.0625000000000e+001	  -6.954192e-005
3.0687500000000e+001	   -0.0001071822
3.0750000000000e+001	   -0.0001187023
3.0812500000000e+001	   -0.0001212645
3.0875000000000e+001	    -0.000103885
3.0937500000000e+001	   -0.0001247445
3.1000000000000e+001	  -9.309787e-005
3.1062500000000e+001	  -7.533551e-005
3.1125000000000e+001	   -9.53102e-005
3.1187500000000e+001	  -5.833611e-005
3.1250000000000e+001	    -0.000133477
3.1312500000000e+001	  -6.699134e-005
3.1375000000000e+001	   -0.0001248555
3.1437500000000e+001	  -9.451916e-005
3.1500000000000e+001	   -0.0001256729
3.1562500000000e+001	  -7.354074e-005
3.1625000000000e+001	   -0.0001324322
3.1687500000000e+001	   -0.0001279165
3.1750000000000e+001	  -8.798896e-005
3.1812500000000e+001	   -0.0001161079
3.1875000000000e+001	   -0.0001468013
3.1937500000000e+001	  -7.579676e-005
3.2000000000000e+001	   -0.0001140187
3.2062500000000e+001	   -0.0001239838
3.2125000000000e+001	   -0.0001484928
3.2187500000000e+001	    -0.000125234
3.2250000000000e+001	   -0.0001027104
3.2312500000000e+001	   -0.0001057257
3.2375000000000e+001	   -0.0001123597
3.2437500000000e+001	  -9.761995e-005
3.2500000000000e+001	  -9.574821e-005
3.2562500000000e+001	   -0.0001462257
3.2625000000000e+001	    -0.000127539
3.2687500000000e+001	   -0.0001596016
3.2750000000000e+001	   -0.0001223993
3.2812500000000e+001	   -0.0001050509
3.2875000000000e+001	   -0.0001270347
3.2937500000000e+001	   -0.0001210832
3.3000000000000e+001	   -0.0001121111
3.3062500000000e+001	  -6.915041e-005
3.3125000000000e+001	   -0.0001049753
3.3187500000000e+001	   -0.0001111689
3.3250000000000e+001	   -0.0001407086
3.3312500000000e+001	  -8.484477e-005
3.3375000000000e+001	  -9.128303e-005
3.3437500000000e+001	   -0.0001043609
3.3500000000000e+001	  -7.012862e-005
3.3562500000000e+001	   -0.0001210699
3.3625000000000e+001	  -8.990744e-005
3.3687500000000e+001	    -0.000119117
3.3750000000000e+001	   -0.0001160797
3.3812500000000e+001	  -9.662272e-005
3.3875000000000e+001	   -0.0001007409
3.3937500000000e+001	  -6.434192e-005
3.4000000000000e+001	   -0.0001083505
3.4062500000000e+001	   -0.0001031616
3.4125000000000e+001	   -8.55889e-005
3.4187500000000e+001	   -0.0001130173
3.4250000000000e+001	    -0.000105215
3.4312500000000e+001	   -0.0001735937
3.4375000000000e+001	   -0.0001162831
3.4437500000000e+001	   -0.0001408515
3.4500000000000e+001	    -0.000116755
3.4562500000000e+001	   -0.0001426555
3.4625000000000e+001	   -0.0001050383
3.4687500000000e+001	   -0.0001059974
3.4750000000000e+001	   -0.0001115798
3.4812500000000e+001	   -0.0001299532
3.4875000000000e+001	  -9.935089e-005
3.4937500000000e+001	    -0.000114757
3.5000000000000e+001	   -0.0001042989
3.5062500000000e+001	  -9.667048e-005
3.5125000000000e+001	  -8.019877e-005
3.5187500000000e+001	   -0.0001157864
3.5250000000000e+001	  -6.259591e-005
3.5312500000000e+001	  -7.215998e-005
3.5375000000000e+001	  -7.390253e-005
3.5437500000000e+001	  -8.248977e-005
3.5500000000000e+001	  -3.637206e-005
3.5562500000000e+001	  -8.182966e-005
3.5625000000000e+001	  -7.821136e-005
3.5687500000000e+001	  -7.485259e-005
3.5750000000000e+001	   -6.80891e-005
3.5812500000000e+001	    -0.000110956
3.5875000000000e+001	  -8.097267e-005
3.5937500000000e+001	   -9.03446e-005
3.6000000000000e+001	  -5.748399e-005
3.6062500000000e+001	  -4.866775e-005
3.6125000000000e+001	   -8.69494e-005
3.6187500000000e+001	   -7.65964e-005
3.6250000000000e+001	  -8.229353e-005
3.6312500000000e+001	  -9.063064e-005
3.6375000000000e+001	  -6.272052e-005
3.6437500000000e+001	  -8.003983e-005
3.6500000000000e+001	  -7.528517e-005
3.6562500000000e+001	  -8.008637e-005
3.6625000000000e+001	  -7.619806e-005
3.6687500000000e+001	  -8.464926e-005
3.6750000000000e+001	  -6.711691e-005
3.6812500000000e+001	  -7.549745e-005
3.6875000000000e+001	  -7.704499e-005
3.6937500000000e+001	   -0.0001070349
3.7000000000000e+001	   -0.0001015407
3.7062500000000e+001	   -0.0001042325
3.7125000000000e+001	   -0.0001154892
3.7187500000000e+001	   -9.48321e-005
3.7250000000000e+001	   -0.0001294869
3.7312500000000e+001	  -6.906537e-005
3.7375000000000e+001	  -9.915172e-005
3.7437500000000e+001	  -9.337375e-005
3.7500000000000e+001	   -0.0001038406
3.7562500000000e+001	   -0.0001074441
3.7625000000000e+001	  -8.571622e-005
3.7687500000000e+001	   -0.0001163517
3.7750000000000e+001	   -0.0001057796
3.7812500000000e+001	  -6.237554e-005
3.7875000000000e+001	   -8.64699e-005
3.7937500000000e+001	  -8.627015e-005
3.8000000000000e+001	  -7.944414e-005
3.8062500000000e+001	  -6.342115e-005
3.8125000000000e+001	  -8.021983e-005
3.8187500000000e+001	  -6.485017e-005
3.8250000000000e+001	   -0.0001100748
3.8312500000000e+001	  -8.240185e-005
3.8375000000000e+001	  -8.002904e-005
3.8437500000000e+001	  -7.052485e-005
3.8500000000000e+001	   -7.73063e-005
3.8562500000000e+001	  -8.791108e-005
3.8625000000000e+001	  -8.757666e-005
3.8687500000000e+001	   -8.46383e-005
3.8750000000000e+001	  -6.737098e-005
3.8812500000000e+001	   -0.0001133314
3.8875000000000e+001	   -0.0001159827
3.8937500000000e+001	  -9.074788e-005
3.9000000000000e+001	  -8.669648e-005
3.9062500000000e+001	  -9.664514e-005
3.9125000000000e+001	  -5.376939e-005
3.9187500000000e+001	  -6.722052e-005
3.9250000000000e+001	  -6.395447e-005
3.9312500000000e+001	  -6.523258e-005
3.9375000000000e+001	   -9.28124e-005
3.9437500000000e+001	  -4.694433e-005
3.9500000000000e+001	  -6.715309e-005
3.9562500000000e+001	  -9.556724e-005
3.9625000000000e+001	  -7.649957e-005
3.9687500000000e+001	  -7.053858e-005
3.9750000000000e+001	  -5.812105e-005
3.9812500000000e+001	  -6.550596e-005
3.9875000000000e+001	  -7.237042e-005
3.9937500000000e+001	   -8.05885e-005
4.0000000000000e+001	  -7.118716e-005
4.0062500000000e+001	  -7.653972e-005
4.0125000000000e+001	  -8.448448e-005
4.0187500000000e+001	  -8.942388e-005
4.0250000000000e+001	  -4.522589e-005
4.0312500000000e+001	  -9.752953e-005
4.0375000000000e+001	  -7.577671e-005
4.0437500000000e+001	  -6.490975e-005
4.0500000000000e+001	  -6.572615e-005
4.0562500000000e+001	  -9.189454e-005
4.0625000000000e+001	  -9.323926e-005
4.0687500000000e+001	  -5.736772e-005
4.0750000000000e+001	   -0.0001002497
4.0812500000000e+001	   -0.0001047966
4.0875000000000e+001	  -9.348777e-005
4.0937500000000e+001	  -7.633621e-005
4.1000000000000e+001	   -0.0001055798
4.1062500000000e+001	   -0.0001292731
4.1125000000000e+001	  -6.452813e-005
4.1187500000000e+001	   -6.78561e-005
4.1250000000000e+001	   -0.0001139512
4.1312500000000e+001	  -7.804071e-005
4.1375000000000e+001	   -0.0001009567
4.1437500000000e+001	   -0.0001124116
4.1500000000000e+001	  -5.500278e-005
4.1562500000000e+001	   -0.0001320528
4.1625000000000e+001	  -8.441351e-005
4.1687500000000e+001	  -7.852359e-005
4.1750000000000e+001	   -0.0001252361
4.1812500000000e+001	  -9.176271e-005
4.1875000000000e+001	  -7.826065e-005
4.1937500000000e+001	  -9.052388e-005
4.2000000000000e+001	  -7.210975e-005
4.2062500000000e+001	    -0.000120092
4.2125000000000e+001	  -6.898556e-005
4.2187500000000e+001	  -7.078402e-005
4.2250000000000e+001	  -7.701153e-005
4.2312500000000e+001	  -9.178193e-005
4.2375000000000e+001	  -8.468625e-005
